origin,destination,count,iata,name,city,state,country,latitude,longitude,origin_sum,state_group,ori_state_flights,city_unique,city_lat,city_long
MEM,MCO,1432,UTS,Huntsville Municipal,Huntsville,TX,USA,30.74688667,-95.58716667,0,,,,,
MEM,MGM,1091,UUO,Willow,Willow,AK,USA,61.75441667,-150.0516639,0,,,,,
MEM,MIA,785,UUU,Newport State,Newport,RI,USA,41.53243972,-71.28154389,0,,,,,
MEM,MKE,744,UUV,Sullivan Regional,Sullivan,MO,USA,38.23343056,-91.16433333,0,,,,,
MEM,MLI,668,UVA,Garner,Uvalde,TX,USA,29.21135028,-99.74358306,0,,,,,
MEM,MOB,1094,UWL,New Castle-Henry Co,New Castle,IN,USA,39.87585167,-85.32646806,0,,,,,
MEM,MSN,359,UYF,Madison County,London,OH,USA,39.93272694,-83.46200361,0,,,,,
MEM,MSP,2845,UZA,Rock Hill Municipal/Bryant,Rock Hill,SC,USA,34.98783333,-81.05716667,0,,,,,
MEM,MSY,1004,VAK,Chevak,Chevak,AK,USA,61.53363583,-165.5837322,0,,,,,
MEM,OKC,940,VAY,South Jersey Reg,Mount Holly,NJ,USA,39.94289056,-74.84571944,0,,,,,
MEM,OMA,749,VBT,Bentonville Municipal,Bentonville,AR,USA,36.34571528,-94.219345,0,,,,,
MEM,ORD,3769,VCB,Nut Tree,Vacaville,CA,USA,38.37675167,-121.962455,0,,,,,
MEM,ORF,241,VCT,Victoria Regional,Victoria,TX,USA,28.85255556,-96.91848722,0,,,,,
MEM,PFN,1095,VCV,Southern California Logistic,Victorville,CA,USA,34.593225,-117.3794667,0,,,,,
MEM,PHL,1039,VDI,Vidalia Municipal,Vidalia,GA,USA,32.19255556,-82.37194444,0,,,,,
MEM,PHX,817,VDZ,Valdez,Valdez,AK,USA,61.13395028,-146.24836,0,,,,,
MEM,PIT,1002,VEE,Venetie,Venetie,AK,USA,67.02269444,-146.4137753,0,,,,,
MEM,PNS,1097,VEL,Vernal,Vernal,UT,USA,40.44090167,-109.5099203,0,,,,,
MEM,RDU,1062,VER,Jesse Viertel Memorial,Boonville,MO,USA,38.94577556,-92.68277139,0,,,,,
MEM,RIC,292,VES,Darke County,Versailles,OH,USA,40.20441667,-84.53191667,0,,,,,
MEM,RSW,58,VGT,North Las Vegas,Las Vegas,NV,USA,36.21166667,-115.19575,0,,,,,
MEM,SAN,109,VHN,Culberson County,Van Horn,TX,USA,31.05784417,-104.7838056,0,,,,,
MEM,SAT,831,VIH,Rolla National,Rolla/Vichy,MO,USA,38.12743222,-91.7695225,0,,,,,
MEM,SAV,765,VIQ,Neillsville Municipal,Neillsville,WI,USA,44.55812861,-90.51224694,0,,,,,
MEM,SDF,786,VIS,Visalia Municipal,Visalia,CA,USA,36.31866667,-119.3928889,0,,,,,
MEM,SEA,349,VJI,Virginia Highlands,Abingdon,VA,USA,36.68711028,-82.03333583,0,,,,,
MEM,SFO,208,VLA,Vandalia Municipal,Vandalia,IL,USA,38.99130556,-89.16622222,0,,,,,
MEM,SGF,1080,VLD,Valdosta Regional,Valdosta,GA,USA,30.7825,-83.27672222,938,,,,,
MEM,SHV,1094,VMR,Harold Davidson,Vermillion,SD,USA,42.76528917,-96.93425472,0,,,,,
MEM,SJU,26,VNC,Venice Municipal,Venice,FL,USA,27.07161111,-82.44033333,0,,,,,
MEM,STL,1049,VNW,Van Wert County,Van Wert,OH,USA,40.86472222,-84.60944444,0,,,,,
MEM,TLH,1094,VNY,Van Nuys,Van Nuys,CA,USA,34.20980972,-118.4899733,0,,,,,
MEM,TPA,861,VPC,Cartersville,Cartersville,GA,USA,34.12313889,-84.84869444,0,,,,,
MEM,TRI,44,VPS,Eglin Air Force Base,Valparaiso,FL,USA,30.48325,-86.5254,6820,,,,,
MEM,TUL,1094,VPZ,Porter County Municipal,Valparaiso,IN,USA,41.45396667,-87.00707139,0,,,,,
MEM,TYS,1096,VQQ,Cecil,Jacksonville,FL,USA,30.21867306,-81.87666444,0,,,,,
MEM,VPS,1045,VQS,Antonio Rivera Rodriguez,Isla De Vieques,PR,USA,18.13551806,-65.49182583,0,,,,,
MEM,XNA,1041,VRB,Vero Beach Municipal,Vero Beach,FL,USA,27.65555556,-80.41794444,0,,,,,
MFE,ATL,10,VSF,Springfield State/Hartness,Springfield,VT,USA,43.34362889,-72.5173125,0,,,,,
MFE,DFW,1441,VTA,Newark-Heath,Newark,OH,USA,40.024675,-82.46182194,0,,,,,
MFE,IAH,2665,VTI,Vinton Veterans Memorial Airpark,Vinton,IA,USA,42.21862611,-92.02592806,0,,,,,
MFR,DEN,365,VTN,Miller,Valentine,NE,USA,42.85767194,-100.547355,0,,,,,
MFR,LAS,139,VUJ,Stanly County,Albemarle,NC,USA,35.41669472,-80.15079556,0,,,,,
MFR,MOD,1,VUO,Pearson Airpark,Vancouver,WA,USA,45.6204525,-122.6564883,0,,,,,
MFR,OTH,1,VVV,Ortonville Municipal,Ortonville,MN,USA,45.30566472,-96.42442278,0,,,,,
MFR,PDX,1543,VYS,Illinois Valley Regional,Peru/Lasalle,IL,USA,41.35186806,-89.15308417,0,,,,,
MFR,PHX,304,W04,Ocean Shores Municipal,Ocean Shores,WA,USA,47.00369806,-124.143785,0,,,,,
MFR,RDD,1,W05,Gettysburg  & Travel Center,Gettysburg,PA,USA,39.84092833,-77.27415139,0,,,,,
MFR,RDM,1,W11,Menomonie Municipal - Score,Menomonie,WI,USA,44.89234639,-91.86777944,0,,,,,
MFR,SBA,1,W22,Upshur County Regional,Buckhannon,WV,USA,39.00035833,-80.27392778,0,,,,,
MFR,SFO,2571,W29,Bay Bridge Industrial,Stevensville,MD,USA,38.97638889,-76.32963889,0,,,,,
MFR,SLC,724,W31,Lunenburg County,Kenbridge,VA,USA,36.96015,-78.18499861,0,,,,,
MFR,TWF,1,W33,Friday Harbor,Friday Harbor,WA,USA,48.53732194,-123.0096236,0,,,,,
MGM,ATL,2514,W40,Mt Olive Municipal,Mt Olive,NC,USA,35.22224722,-78.03779444,0,,,,,
MGM,IAH,246,W41,Crisfield Municipal,Crisfield,MD,USA,38.01679028,-75.82882056,0,,,,,
MGM,MEM,1091,W44,Asheboro Municipal,Asheboro,NC,USA,35.6538825,-79.8950425,0,,,,,
MHT,ATL,696,W45,Luray Caverns,Luray,VA,USA,38.66705556,-78.50058333,0,,,,,
MHT,BOS,4,W66,Warrenton-Fauquier,Warrenton,VA,USA,38.58704667,-77.71138389,0,,,,,
MHT,BWI,3628,W78,William M Tuck,South Boston,VA,USA,36.710045,-78.84802028,0,,,,,
MHT,CLE,1212,W95,Ocracoke Island,Ocracoke,NC,USA,35.10117083,-75.96595278,0,,,,,
MHT,CLT,723,W96,New Kent County,Quinton,VA,USA,37.50320139,-77.12552694,0,,,,,
MHT,CVG,777,W97,Middle Peninsula Regional,West Point,VA,USA,37.52122778,-76.7646825,0,,,,,
MHT,DCA,288,W99,Grant County,Petersburg,WV,USA,38.99419444,-79.14438889,0,,,,,
MHT,DTW,846,WA10,Grove,Camas/Washougal,WA,USA,45.62777778,-122.4041667,0,,,,,
MHT,EWR,1353,WA21,Grand Coulee Dam,Electric City,WA,USA,47.92348361,-119.0805789,0,,,,,
MHT,FLL,246,WA31,Whidbey Air Park,Langley,WA,USA,48.01814917,-122.4384789,0,,,,,
MHT,IAD,584,WA43,Odessa Municipal,Odessa,WA,USA,47.3582025,-118.6733264,0,,,,,
MHT,LAS,366,WAY,Greene Cty,Waynesburg,PA,USA,39.900075,-80.13311667,0,,,,,
MHT,MCO,1605,WBB,Stebbins,Stebbins,AK,USA,63.51591972,-162.2827394,0,,,,,
MHT,MDW,1643,WBQ,Beaver,Beaver,AK,USA,66.36155056,-147.4012186,0,,,,,
MHT,ORD,1145,WBW,Wilkes-Barre Wyoming Valley,Wilkes-Barre,PA,USA,41.29717222,-75.85120556,0,,,,,
MHT,PHL,2365,WCR,Chandalar Lake,Chandalar Lake,AK,USA,67.50451667,-148.4832222,0,,,,,
MHT,PHX,365,WDG,Enid Woodring Municipal,Enid,OK,USA,36.37920333,-97.79111222,0,,,,,
MHT,TPA,742,WDR,Winder,Winder,GA,USA,33.98227778,-83.66808333,0,,,,,
MIA,ATL,6623,WHP,Whiteman,Los Angeles,CA,USA,34.25932528,-118.4134331,0,,,,,
MIA,BDL,366,WJF,General Wm. J. Fox Airfield,Lancaster,CA,USA,34.74095944,-118.2189489,0,,,,,
MIA,BNA,731,WLD,Strother,Winfield/Arkansas City,KS,USA,37.16861556,-97.03752194,0,,,,,
MIA,BOS,2193,WLK,Selawik,Selawik,AK,USA,66.60002778,-159.9861944,0,,,,,
MIA,BWI,929,WLW,Willows-Glenn County,Willows,CA,USA,39.51635389,-122.2175106,0,,,,,
MIA,CLE,399,WMC,Winnemucca Municipal,Winnemucca,NV,USA,40.89661111,-117.8058889,0,,,,,
MIA,CLT,2970,WMO,White Mountain,White Mountain,AK,USA,64.68919444,-163.4125556,0,,,,,
MIA,CMH,470,WNA,Napakiak,Napakiak,AK,USA,60.69118917,-161.9695161,0,,,,,
MIA,CVG,1045,WRG,Wrangell,Wrangell,AK,USA,56.48432583,-132.3698242,727,,,,,
MIA,DCA,2982,WRL,Worland Muni,Worland,WY,USA,43.96571306,-107.9508308,0,,,,,
MIA,DEN,809,WSM,Wiseman,Wiseman,AK,USA,67.40457333,-150.1227417,0,,,,,
MIA,DFW,3346,WSN,South Naknek 2,South Naknek,AK,USA,58.70343611,-157.0082511,0,,,,,
MIA,DTW,1228,WST,Westerly State,Westerly,RI,USA,41.34961694,-71.80337778,0,,,,,
MIA,EGE,43,WTK,Noatak,Noatak,AK,USA,67.56208333,-162.9752778,0,,,,,
MIA,EWR,2873,WVI,Watsonville Municipal,Watsonville,CA,USA,36.93573,-121.7896178,0,,,,,
MIA,FLL,1,WVL,Waterville-Robert Lafleur,Waterville,ME,USA,44.53325,-69.67552778,0,,,,,
MIA,GSO,519,WWD,Cape May Cty,Wildwood,NJ,USA,39.00850694,-74.90827389,0,,,,,
MIA,IAD,574,WWR,West Woodward,Woodward,OK,USA,36.4367025,-99.5209975,0,,,,,
MIA,IAH,2734,WYS,Yellowstone,West Yellowstone,MT,USA,44.68839917,-111.1176375,264,,,,,
MIA,IND,211,X01,Everglades,Everglades,FL,USA,25.84871167,-81.39007944,0,,,,,
MIA,JAX,217,X06,Arcadia Municipal,Arcadia,FL,USA,27.19199444,-81.83730472,0,,,,,
MIA,JFK,2743,X07,Lake Wales Municipal,Lake Wales,FL,USA,27.89380556,-81.62038889,0,,,,,
MIA,LAS,787,X10,Belle Glade Municipal,Belle Glade,FL,USA,26.70089833,-80.66227972,0,,,,,
MIA,LAX,2494,X14,Labelle Municipal,Labelle,FL,USA,26.74423278,-81.43257556,0,,,,,
MIA,LGA,3587,X16,Vandenberg,Tampa,FL,USA,28.01398389,-82.34527917,0,,,,,
MIA,MCI,65,X21,Arthur Dunn Airpark,Titusville,FL,USA,28.62234556,-80.835695,0,,,,,
MIA,MCO,2195,X23,Umatilla Municipal,Umatilla,FL,USA,28.922765,-81.65174111,0,,,,,
MIA,MDW,133,X26,Sebastian Municipal,Sebastian,FL,USA,27.81280389,-80.49560833,0,,,,,
MIA,MEM,785,X35,Dunnellon/Marion Co.,Dunellon,FL,USA,29.06177778,-82.37658333,0,,,,,
MIA,MSP,907,X40,Inverness,Inverness,FL,USA,28.80859639,-82.31648167,0,,,,,
MIA,MSY,1098,X44,Watson Island Base,Miami,FL,USA,25.77833333,-80.17027778,0,,,,,
MIA,ORD,3343,X46,Opa-Locka West,Miami,FL,USA,25.94898194,-80.42338694,0,,,,,
MIA,ORF,152,X47,Flagler County,Bunnell,FL,USA,29.46738889,-81.20633333,0,,,,,
MIA,PHL,2203,X51,Homestead General Aviation,Homestead,FL,USA,25.49872139,-80.55422528,0,,,,,
MIA,PHX,366,X59,Valkaria,Valkaria,FL,USA,27.96196472,-80.55977556,0,,,,,
MIA,PIT,174,X60,Williston Municipal,Williston,FL,USA,29.35422,-82.47288194,0,,,,,
MIA,RDU,1098,X63,Humacao,Humacao,PR,USA,18.13801667,-65.8007175,0,,,,,
MIA,RIC,151,X66,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,USA,18.33856722,-64.94070111,0,,,,,
MIA,SDF,365,X67,Christiansted Harbor Seaplane Base,Christiansted,VI,USA,17.74719528,-64.70486444,0,,,,,
MIA,SEA,366,X95,Diego Jimenez Torres,Fajardo,PR,USA,18.30800972,-65.66182806,0,,,,,
MIA,SFO,1097,X96,Cruz Bay Harbor Seaplane Base,Cruz Bay,VI,USA,18.33689833,-64.79958306,0,,,,,
MIA,SJU,2559,XNA,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,14112,,,,,
MIA,STL,732,XVG,Longville Municipal,Longville,MN,USA,46.99016361,-94.20400222,0,,,,,
MIA,STT,732,Y03,Springfield Municipal,Springfield,SD,USA,42.87999833,-97.90117972,0,,,,,
MIA,STX,349,Y14,Marv Skie-Lincoln County,Tea,SD,USA,43.45747694,-96.80199528,0,,,,,
MIA,TLH,832,Y15,Cheboygan City-County,Cheboygan,MI,USA,45.65371028,-84.51927306,0,,,,,
MIA,TPA,1829,Y19,Mandan Municipal,Mandan,ND,USA,46.76823667,-100.8943433,0,,,,,
MIA,XNA,154,Y27,Standing Rock,Fort Yates,ND,USA,46.06638556,-100.6348492,0,,,,,
MKE,ABE,1,Y31,West Branch Community,West Branch,MI,USA,44.244825,-84.17980472,0,,,,,
MKE,ATL,3606,Y37,Park River Municipal,Park River,ND,USA,48.39443778,-97.78147889,0,,,,,
MKE,ATW,1030,Y47,New Hudson,New Hudson,MI,USA,42.50311694,-83.62371667,0,,,,,
MKE,AVP,1,Y50,Wautoma Municipal,Wautoma,WI,USA,44.04162556,-89.30448694,0,,,,,
MKE,BDL,539,Y51,Viroqua Municipal,Viroqua,WI,USA,43.57913917,-90.90096333,0,,,,,
MKE,BHM,1,Y55,Crandon Municipal,Crandon,WI,USA,45.51662972,-88.93344694,0,,,,,
MKE,BNA,771,Y63,Elbow Lake Municipal,Elbow Lake,MN,USA,45.98607111,-95.99199861,0,,,,,
MKE,BOS,208,Y66,Drummond Island,Drummond Island,MI,USA,46.00931139,-83.74393417,0,,,,,
MKE,BWI,1293,Y68,Tracy Municipal,Tracy,MN,USA,44.24995694,-95.60445389,0,,,,,
MKE,CLE,2226,Y70,Ionia County,Ionia,MI,USA,42.93769972,-85.06066722,0,,,,,
MKE,CLT,245,Y74,Hankins,Parshall,ND,USA,47.93640083,-102.1421142,0,,,,,
MKE,CMH,1054,Y83,Sandusky City,Sandusky,MI,USA,43.45418694,-82.84938028,0,,,,,
MKE,CVG,840,Y93,Atlanta Municipal,Atlanta,MI,USA,45.00000833,-84.13333667,0,,,,,
MKE,CWA,285,YAK,Yakutat,Yakutat,AK,USA,59.50336056,-139.6602261,725,,,,,
MKE,DAY,608,YAP,Yap International,NA,NA,Federated States of Micronesia,9.5167,138.1,0,,,,,
MKE,DCA,122,YIP,Willow Run,Detroit,MI,USA,42.2379275,-83.53040889,0,,,,,
MKE,DEN,1449,YKM,Yakima Air Terminal,Yakima,WA,USA,46.56816972,-120.5440594,340,,,,,
MKE,DFW,747,YKN,Chan Gurney Municipal,Yankton,SD,USA,42.91669444,-97.38594444,0,,,,,
MKE,DSM,723,YNG,Youngstown-Warren Regional,Youngstown,OH,USA,41.26073556,-80.67909667,0,,,,,
MKE,DTW,1905,YUM,Yuma MCAS-Yuma International,Yuma,AZ,USA,32.65658333,-114.6059722,3871,,,,,
MKE,EWR,2524,Z08,Ofu,Ofu Village,AS,USA,14.18435056,-169.6700236,0,,,,,
MKE,FAR,1,Z09,Kasigluk,Kasigluk,AK,USA,60.87202194,-162.5248094,0,,,,,
MKE,FLL,43,Z13,Akiachak,Akiachak,AK,USA,60.90453167,-161.42091,0,,,,,
MKE,FNT,839,Z17,Ophir,Ophir,AK,USA,63.1460375,-156.529865,0,,,,,
MKE,GRB,774,Z40,Goose Bay,Goose Bay,AK,USA,61.39445139,-149.8455556,0,,,,,
MKE,GRR,1244,Z55,Lake Louise,Lake Louise,AK,USA,62.29368944,-146.5794219,0,,,,,
MKE,IAH,1671,Z73,Nelson Lagoon,Nelson Lagoon,AK,USA,56.00753611,-161.1603672,0,,,,,
MKE,IND,738,Z84,Clear,Clear A.F.B.,AK,USA,64.30120361,-149.1201436,0,,,,,
MKE,LAS,531,Z91,Birch Creek,Birch Creek,AK,USA,66.27399583,-145.8240381,0,,,,,
MKE,LAX,355,Z95,Cibecue,Cibecue,AZ,USA,34.00333333,-110.4441667,0,,,,,
MKE,LGA,590,ZEF,Elkin Municipal,Elkin,NC,USA,36.28002361,-80.78606861,0,,,,,
MKE,MCI,2,ZER,Schuylkill Cty/Joe Zerbey,Pottsville,PA,USA,40.70644889,-76.37314667,0,,,,,
MKE,MCO,830,ZPH,Zephyrhills Municipal,Zephyrhills,FL,USA,28.22806472,-82.15591639,0,,,,,
MKE,MEM,734,ZUN,Black Rock,Zuni,NM,USA,35.08322694,-108.7917769,0,,,,,
MKE,MKG,264,ZZV,Zanesville Municipal,Zanesville,OH,USA,39.94445833,-81.89210528,0,,,,,
MKE,MQT,357,,,,,,,,,,,,,
MKE,MSN,1294,,,,,,,,,,,,,
MKE,MSP,3464,,,,,,,,,,,,,
MKE,OMA,703,,,,,,,,,,,,,
MKE,ORD,3541,,,,,,,,,,,,,
MKE,PHL,775,,,,,,,,,,,,,
MKE,PHX,867,,,,,,,,,,,,,
MKE,PIT,1082,,,,,,,,,,,,,
MKE,RDU,490,,,,,,,,,,,,,
MKE,RSW,226,,,,,,,,,,,,,
MKE,SAN,106,,,,,,,,,,,,,
MKE,SDF,258,,,,,,,,,,,,,
MKE,SEA,122,,,,,,,,,,,,,
MKE,SFO,115,,,,,,,,,,,,,
MKE,SLC,6,,,,,,,,,,,,,
MKE,STL,320,,,,,,,,,,,,,
MKE,TPA,178,,,,,,,,,,,,,
MKE,TUS,2,,,,,,,,,,,,,
MKG,FNT,109,,,,,,,,,,,,,
MKG,GRR,24,,,,,,,,,,,,,
MKG,MKE,263,,,,,,,,,,,,,
MLB,ATL,2000,,,,,,,,,,,,,
MLB,LGA,2,,,,,,,,,,,,,
MLI,ATL,2592,,,,,,,,,,,,,
MLI,DEN,719,,,,,,,,,,,,,
MLI,DFW,587,,,,,,,,,,,,,
MLI,DTW,755,,,,,,,,,,,,,
MLI,LAS,51,,,,,,,,,,,,,
MLI,MCO,172,,,,,,,,,,,,,
MLI,MEM,669,,,,,,,,,,,,,
MLI,MSP,442,,,,,,,,,,,,,
MLI,ORD,2580,,,,,,,,,,,,,
MLU,ATL,983,,,,,,,,,,,,,
MLU,DFW,966,,,,,,,,,,,,,
MLU,IAH,581,,,,,,,,,,,,,
MOB,ATL,2225,,,,,,,,,,,,,
MOB,DFW,1399,,,,,,,,,,,,,
MOB,IAH,1420,,,,,,,,,,,,,
MOB,MEM,1094,,,,,,,,,,,,,
MOB,ORD,210,,,,,,,,,,,,,
MOD,BFL,1,,,,,,,,,,,,,
MOD,LAX,679,,,,,,,,,,,,,
MOD,ONT,1,,,,,,,,,,,,,
MOD,RNO,1,,,,,,,,,,,,,
MOD,SFO,1643,,,,,,,,,,,,,
MOT,MSP,1085,,,,,,,,,,,,,
MQT,GRB,322,,,,,,,,,,,,,
MQT,MKE,356,,,,,,,,,,,,,
MQT,ORD,313,,,,,,,,,,,,,
MRY,DEN,365,,,,,,,,,,,,,
MRY,LAS,14,,,,,,,,,,,,,
MRY,LAX,2758,,,,,,,,,,,,,
MRY,LGB,435,,,,,,,,,,,,,
MRY,ONT,246,,,,,,,,,,,,,
MRY,PHX,910,,,,,,,,,,,,,
MRY,SAN,445,,,,,,,,,,,,,
MRY,SFO,2428,,,,,,,,,,,,,
MRY,SLC,6,,,,,,,,,,,,,
MSN,ATL,384,,,,,,,,,,,,,
MSN,ATW,1,,,,,,,,,,,,,
MSN,CLE,317,,,,,,,,,,,,,
MSN,CVG,259,,,,,,,,,,,,,
MSN,DCA,287,,,,,,,,,,,,,
MSN,DEN,943,,,,,,,,,,,,,
MSN,DFW,947,,,,,,,,,,,,,
MSN,DSM,1,,,,,,,,,,,,,
MSN,DTW,1603,,,,,,,,,,,,,
MSN,EWR,313,,,,,,,,,,,,,
MSN,LGA,622,,,,,,,,,,,,,
MSN,MCI,249,,,,,,,,,,,,,
MSN,MEM,359,,,,,,,,,,,,,
MSN,MKE,1293,,,,,,,,,,,,,
MSN,MSP,1439,,,,,,,,,,,,,
MSN,ORD,4943,,,,,,,,,,,,,
MSN,RFD,1,,,,,,,,,,,,,
MSO,DEN,1107,,,,,,,,,,,,,
MSO,MSP,189,,,,,,,,,,,,,
MSO,ORD,105,,,,,,,,,,,,,
MSO,PIH,2,,,,,,,,,,,,,
MSO,SFO,12,,,,,,,,,,,,,
MSO,SLC,1841,,,,,,,,,,,,,
MSP,ABQ,677,,,,,,,,,,,,,
MSP,ALB,57,,,,,,,,,,,,,
MSP,ALO,323,,,,,,,,,,,,,
MSP,ANC,826,,,,,,,,,,,,,
MSP,ATL,5369,,,,,,,,,,,,,
MSP,ATW,89,,,,,,,,,,,,,
MSP,AUS,54,,,,,,,,,,,,,
MSP,AVL,364,,,,,,,,,,,,,
MSP,AZO,246,,,,,,,,,,,,,
MSP,BDL,933,,,,,,,,,,,,,
MSP,BGR,11,,,,,,,,,,,,,
MSP,BIL,820,,,,,,,,,,,,,
MSP,BIS,1052,,,,,,,,,,,,,
MSP,BJI,74,,,,,,,,,,,,,
MSP,BNA,781,,,,,,,,,,,,,
MSP,BOI,807,,,,,,,,,,,,,
MSP,BOS,1563,,,,,,,,,,,,,
MSP,BTV,75,,,,,,,,,,,,,
MSP,BUF,229,,,,,,,,,,,,,
MSP,BWI,1017,,,,,,,,,,,,,
MSP,BZN,878,,,,,,,,,,,,,
MSP,CHS,27,,,,,,,,,,,,,
MSP,CID,412,,,,,,,,,,,,,
MSP,CLE,1876,,,,,,,,,,,,,
MSP,CLT,1814,,,,,,,,,,,,,
MSP,CMH,1076,,,,,,,,,,,,,
MSP,CMX,318,,,,,,,,,,,,,
MSP,COS,449,,,,,,,,,,,,,
MSP,CPR,31,,,,,,,,,,,,,
MSP,CVG,1760,,,,,,,,,,,,,
MSP,CWA,13,,,,,,,,,,,,,
MSP,DAY,692,,,,,,,,,,,,,
MSP,DCA,2194,,,,,,,,,,,,,
MSP,DEN,5374,,,,,,,,,,,,,
MSP,DFW,2851,,,,,,,,,,,,,
MSP,DLH,1290,,,,,,,,,,,,,
MSP,DSM,929,,,,,,,,,,,,,
MSP,DTW,5459,,,,,,,,,,,,,
MSP,EGE,112,,,,,,,,,,,,,
MSP,EWR,3144,,,,,,,,,,,,,
MSP,FAI,205,,,,,,,,,,,,,
MSP,FAR,1744,,,,,,,,,,,,,
MSP,FCA,209,,,,,,,,,,,,,
MSP,FLL,475,,,,,,,,,,,,,
MSP,FNT,355,,,,,,,,,,,,,
MSP,FSD,1925,,,,,,,,,,,,,
MSP,FWA,242,,,,,,,,,,,,,
MSP,GEG,826,,,,,,,,,,,,,
MSP,GFK,1371,,,,,,,,,,,,,
MSP,GRB,1408,,,,,,,,,,,,,
MSP,GRR,1645,,,,,,,,,,,,,
MSP,GSO,365,,,,,,,,,,,,,
MSP,GTF,195,,,,,,,,,,,,,
MSP,HDN,112,,,,,,,,,,,,,
MSP,HLN,365,,,,,,,,,,,,,
MSP,HNL,366,,,,,,,,,,,,,
MSP,IAD,710,,,,,,,,,,,,,
MSP,IAH,2451,,,,,,,,,,,,,
MSP,ICT,714,,,,,,,,,,,,,
MSP,IDA,336,,,,,,,,,,,,,
MSP,IND,1661,,,,,,,,,,,,,
MSP,INL,72,,,,,,,,,,,,,
MSP,JAC,117,,,,,,,,,,,,,
MSP,JAX,201,,,,,,,,,,,,,
MSP,JFK,1441,,,,,,,,,,,,,
MSP,LAN,157,,,,,,,,,,,,,
MSP,LAS,2461,,,,,,,,,,,,,
MSP,LAX,2389,,,,,,,,,,,,,
MSP,LGA,2723,,,,,,,,,,,,,
MSP,LIT,157,,,,,,,,,,,,,
MSP,LNK,106,,,,,,,,,,,,,
MSP,LSE,433,,,,,,,,,,,,,
MSP,MBS,109,,,,,,,,,,,,,
MSP,MCI,1976,,,,,,,,,,,,,
MSP,MCO,1931,,,,,,,,,,,,,
MSP,MDT,197,,,,,,,,,,,,,
MSP,MDW,1367,,,,,,,,,,,,,
MSP,MEM,2551,,,,,,,,,,,,,
MSP,MIA,908,,,,,,,,,,,,,
MSP,MKE,3619,,,,,,,,,,,,,
MSP,MLI,450,,,,,,,,,,,,,
MSP,MOT,1085,,,,,,,,,,,,,
MSP,MSN,1438,,,,,,,,,,,,,
MSP,MSO,189,,,,,,,,,,,,,
MSP,MYR,27,,,,,,,,,,,,,
MSP,OKC,542,,,,,,,,,,,,,
MSP,OMA,1177,,,,,,,,,,,,,
MSP,ORD,9356,,,,,,,,,,,,,
MSP,ORF,122,,,,,,,,,,,,,
MSP,PDX,1501,,,,,,,,,,,,,
MSP,PHL,1709,,,,,,,,,,,,,
MSP,PHX,3515,,,,,,,,,,,,,
MSP,PIR,3,,,,,,,,,,,,,
MSP,PIT,1006,,,,,,,,,,,,,
MSP,PSP,214,,,,,,,,,,,,,
MSP,PVD,6,,,,,,,,,,,,,
MSP,PWM,42,,,,,,,,,,,,,
MSP,RAP,877,,,,,,,,,,,,,
MSP,RDU,726,,,,,,,,,,,,,
MSP,RHI,221,,,,,,,,,,,,,
MSP,RIC,339,,,,,,,,,,,,,
MSP,ROC,134,,,,,,,,,,,,,
MSP,RST,881,,,,,,,,,,,,,
MSP,RSW,647,,,,,,,,,,,,,
MSP,SAN,1330,,,,,,,,,,,,,
MSP,SAT,190,,,,,,,,,,,,,
MSP,SAV,27,,,,,,,,,,,,,
MSP,SBN,365,,,,,,,,,,,,,
MSP,SDF,707,,,,,,,,,,,,,
MSP,SEA,2475,,,,,,,,,,,,,
MSP,SFO,1909,,,,,,,,,,,,,
MSP,SGF,359,,,,,,,,,,,,,
MSP,SJC,693,,,,,,,,,,,,,
MSP,SJU,26,,,,,,,,,,,,,
MSP,SLC,2197,,,,,,,,,,,,,
MSP,SMF,809,,,,,,,,,,,,,
MSP,SNA,1037,,,,,,,,,,,,,
MSP,SPI,1,,,,,,,,,,,,,
MSP,STL,1626,,,,,,,,,,,,,
MSP,SUX,121,,,,,,,,,,,,,
MSP,TPA,1005,,,,,,,,,,,,,
MSP,TUL,717,,,,,,,,,,,,,
MSP,TUS,439,,,,,,,,,,,,,
MSP,TVC,346,,,,,,,,,,,,,
MSP,TYS,365,,,,,,,,,,,,,
MSP,XNA,677,,,,,,,,,,,,,
MSY,ATL,4695,,,,,,,,,,,,,
MSY,AUS,443,,,,,,,,,,,,,
MSY,BHM,1012,,,,,,,,,,,,,
MSY,BNA,1010,,,,,,,,,,,,,
MSY,BOS,254,,,,,,,,,,,,,
MSY,BWI,391,,,,,,,,,,,,,
MSY,CLE,54,,,,,,,,,,,,,
MSY,CLT,1504,,,,,,,,,,,,,
MSY,CMH,1,,,,,,,,,,,,,
MSY,CVG,193,,,,,,,,,,,,,
MSY,DAL,2079,,,,,,,,,,,,,
MSY,DCA,430,,,,,,,,,,,,,
MSY,DEN,1176,,,,,,,,,,,,,
MSY,DFW,2501,,,,,,,,,,,,,
MSY,DTW,53,,,,,,,,,,,,,
MSY,EWR,1129,,,,,,,,,,,,,
MSY,FLL,594,,,,,,,,,,,,,
MSY,HOU,3737,,,,,,,,,,,,,
MSY,IAD,457,,,,,,,,,,,,,
MSY,IAH,4257,,,,,,,,,,,,,
MSY,IND,10,,,,,,,,,,,,,
